@relation osiptel-reclamos

@attribute TipRecurso numeric
@attribute FechaIngreso_2InstDay numeric
@attribute FechaIngreso_2InstMonth numeric
@attribute FechaIngreso_2InstYear numeric
@attribute FechaResolTRASU_Day numeric
@attribute FechaResolTRASU_Month numeric
@attribute FechaResolTRASU_Year numeric
@attribute Empresa numeric
@attribute Distrito numeric
@attribute Materia numeric
@attribute Submateria numeric
@attribute Servicio numeric
@attribute Sentido {1,2,3,4}

@data
0,29,8,2016,8,11,2016,1,7,24,41,10,4
0,3,2,2016,29,3,2016,1,5,24,41,9,4
0,26,1,2016,23,2,2016,1,15,24,41,10,4
1,3,3,2016,9,6,2016,1,40,15,9,10,3
1,18,7,2016,11,10,2016,16,37,15,9,9,4
1,28,12,2016,4,5,2017,1,32,15,21,10,4
0,14,3,2016,10,5,2016,1,33,22,65,10,1
1,13,1,2017,1,6,2017,16,42,15,9,10,4
0,8,8,2016,6,10,2016,1,36,24,41,10,4
1,6,9,2016,24,1,2017,1,11,15,9,10,3
0,22,3,2016,31,5,2016,12,15,24,41,10,4
0,6,5,2016,27,7,2016,1,2,24,41,9,2
0,2,11,2016,21,2,2017,1,2,24,41,10,4
0,21,6,2016,23,8,2016,1,14,24,41,10,4
1,13,10,2016,16,3,2017,1,41,15,9,10,3
0,5,10,2016,7,12,2016,1,33,24,41,10,4
1,20,9,2016,3,1,2017,1,35,15,20,10,3
0,24,10,2016,26,4,2017,2,40,24,41,9,4
1,27,1,2017,18,5,2017,1,5,8,17,10,4
0,15,3,2017,22,8,2017,1,14,24,41,10,2
1,27,3,2017,19,9,2017,12,11,5,3,10,4
0,9,2,2017,22,6,2017,1,17,42,65,10,4
0,2,11,2016,13,7,2017,1,5,24,41,10,4
1,10,10,2016,19,1,2017,1,10,15,20,10,3
0,7,9,2016,14,11,2016,18,35,42,65,10,4
1,18,4,2016,5,7,2016,1,21,15,11,9,4
0,24,8,2016,6,10,2016,1,32,24,41,9,4
1,27,10,2016,14,2,2017,1,25,15,9,10,3
0,19,4,2016,16,6,2016,12,28,24,41,10,4
0,19,10,2016,28,12,2016,16,17,24,41,9,4
0,24,6,2016,13,9,2016,12,24,24,41,10,4
0,18,2,2016,22,3,2016,10,30,24,41,13,4
1,15,3,2016,19,5,2016,16,42,15,9,10,4
1,9,3,2017,18,8,2017,1,10,15,19,10,3
1,20,4,2017,10,10,2017,1,9,15,9,10,3
1,20,4,2016,21,6,2016,1,9,41,65,9,4
0,2,3,2016,28,4,2016,1,7,24,41,9,4
0,20,7,2016,20,9,2016,12,11,24,41,10,4
0,15,2,2016,14,4,2016,12,14,24,41,10,4
1,22,6,2016,8,9,2016,16,15,15,9,9,4
1,30,5,2016,16,8,2016,1,42,15,9,10,4
0,22,3,2017,8,8,2017,1,2,24,41,10,4
0,21,10,2016,17,1,2017,1,37,24,41,10,4
0,9,12,2016,8,6,2017,12,39,24,41,9,4
1,10,1,2017,19,9,2017,1,2,15,9,10,2
1,18,10,2016,27,6,2017,1,32,15,9,10,4
0,31,3,2017,10,10,2017,12,7,24,41,10,4
0,22,2,2017,9,11,2017,1,17,35,65,10,1
0,7,9,2016,10,11,2016,1,37,24,41,10,4
1,17,5,2016,27,7,2016,1,11,15,9,10,3
1,23,6,2017,22,8,2017,1,6,11,65,10,4
1,7,10,2016,13,6,2017,12,35,15,9,10,4
0,26,7,2016,27,9,2016,1,35,24,41,10,4
0,2,3,2016,28,4,2016,1,33,24,41,10,4
0,8,11,2016,7,3,2017,1,28,24,41,10,4
1,4,5,2016,28,6,2016,1,24,15,104,10,3
0,26,8,2016,10,11,2016,16,35,24,41,9,4
1,29,2,2016,7,4,2016,16,16,15,9,10,4
1,13,10,2016,16,3,2017,1,13,15,10,10,3
0,14,3,2016,5,4,2016,1,28,42,105,10,4
0,5,1,2016,3,3,2016,1,32,24,41,10,4
1,27,2,2017,15,8,2017,1,20,15,9,10,4
1,2,2,2016,11,2,2016,16,15,15,9,9,4
0,25,2,2016,26,4,2016,1,7,24,41,9,4
0,21,11,2016,9,5,2017,16,16,24,41,9,4
0,5,4,2016,31,5,2016,1,33,24,41,10,4
1,3,11,2016,21,2,2017,1,24,15,9,10,3
0,28,3,2016,7,6,2016,1,28,24,41,10,4
0,11,1,2017,21,4,2017,12,40,24,41,10,4
1,5,10,2016,19,1,2017,1,40,15,14,10,3
1,24,4,2017,7,11,2017,16,40,15,9,9,4
1,19,10,2016,24,1,2017,1,35,15,9,10,3
1,8,5,2017,12,10,2017,1,7,15,9,10,3
1,8,8,2016,25,10,2016,2,4,15,9,10,4
1,9,2,2017,6,7,2017,1,42,15,9,10,4
0,30,5,2016,7,7,2016,1,36,32,65,10,4
0,17,1,2017,5,9,2017,16,15,24,41,9,4
0,12,5,2016,11,7,2016,1,31,24,41,10,4
1,7,10,2016,31,1,2017,1,32,15,21,10,3
1,6,6,2016,25,8,2016,1,14,15,9,10,3
1,9,11,2016,28,2,2017,1,36,15,9,10,3
1,10,11,2016,24,10,2017,1,15,15,5,10,4
0,21,10,2016,9,2,2017,16,37,24,41,9,4
0,17,5,2016,13,7,2016,5,4,24,41,2,4
1,2,11,2016,23,2,2017,1,7,5,3,10,4
0,21,3,2017,4,7,2017,1,7,24,41,10,4
1,26,10,2016,4,4,2017,1,17,15,9,10,4
1,5,7,2016,11,8,2016,1,11,15,103,10,3
1,26,1,2016,4,2,2016,16,17,5,3,10,4
0,9,8,2016,6,10,2016,1,37,24,41,10,4
0,5,7,2016,6,9,2016,12,21,24,41,10,4
1,25,1,2016,18,2,2016,16,25,15,9,10,3
0,6,7,2016,6,9,2016,16,35,24,41,10,4
1,9,6,2016,25,8,2016,16,15,15,89,9,4
1,14,12,2016,19,4,2017,2,4,15,19,10,3
0,10,5,2016,5,7,2016,1,21,24,41,10,4
0,9,8,2016,15,9,2016,1,41,24,41,10,4
0,12,9,2016,22,11,2016,5,2,24,41,2,4
1,8,9,2016,28,12,2016,1,40,19,65,10,4
1,4,10,2016,17,1,2017,16,35,15,9,10,3
1,8,11,2016,12,4,2017,1,41,15,10,10,4
1,5,4,2016,21,6,2016,16,40,15,9,10,3
1,18,5,2016,4,8,2016,1,36,15,9,10,3
0,23,2,2017,18,7,2017,16,36,24,41,9,4
0,12,1,2017,4,7,2017,1,40,32,65,10,4
1,13,10,2016,21,3,2017,1,18,15,9,10,3
0,27,6,2016,7,6,2016,1,28,32,65,10,1
1,19,9,2016,10,4,2017,1,24,15,9,10,4
1,12,9,2016,23,12,2016,1,25,15,9,10,3
1,19,5,2016,6,9,2016,1,11,15,9,10,3
0,15,6,2017,10,10,2017,1,35,24,41,10,4
1,3,11,2016,9,3,2017,16,11,15,9,10,3
0,8,9,2016,12,12,2016,12,35,42,105,10,4
0,3,3,2017,24,7,2017,1,15,24,41,10,4
1,27,12,2016,13,6,2017,16,37,15,9,10,4
1,1,8,2016,18,10,2016,1,35,15,19,10,3
0,26,10,2016,14,3,2017,12,37,24,41,10,4
0,1,6,2016,27,7,2016,1,11,24,41,9,4
1,27,12,2016,7,7,2017,16,28,15,9,13,4
1,29,2,2016,7,4,2016,12,35,15,9,10,4
1,29,2,2016,7,4,2016,12,35,15,14,10,4
0,2,12,2016,21,4,2017,16,25,24,41,9,4
1,18,5,2016,4,8,2016,1,17,15,9,10,4
1,19,10,2016,29,11,2016,16,31,27,67,10,4
0,10,6,2016,11,8,2016,16,42,24,41,13,4
1,11,3,2016,14,4,2016,16,3,15,9,10,3
0,7,10,2016,23,12,2016,1,2,24,41,10,4
0,9,12,2016,16,5,2017,17,14,24,41,9,4
1,24,8,2016,7,2,2017,1,34,15,9,10,3
1,21,2,2017,20,6,2017,12,16,5,3,10,4
0,1,3,2017,25,5,2017,16,14,24,41,9,4
0,24,1,2017,31,10,2017,12,43,24,41,10,4
0,23,2,2016,26,4,2016,16,20,24,41,10,4
1,1,6,2016,18,8,2016,12,43,15,10,10,4
0,15,8,2016,13,10,2016,1,31,24,41,10,4
1,2,6,2016,23,8,2016,1,2,15,9,10,3
1,11,5,2017,19,12,2017,1,11,9,65,10,4
0,13,1,2016,1,3,2016,1,25,24,41,10,4
1,16,11,2016,23,2,2017,1,15,15,9,10,3
0,10,10,2016,21,12,2016,1,7,24,41,10,4
0,18,3,2016,19,5,2016,1,36,32,65,10,4
0,19,4,2016,16,6,2016,12,14,42,105,10,4
0,21,3,2016,19,5,2016,12,35,24,41,10,4
1,19,7,2016,6,10,2016,1,4,15,20,10,3
0,1,9,2016,14,11,2016,1,20,24,41,9,4
0,18,1,2017,13,6,2017,1,31,24,41,10,4
1,18,1,2016,18,2,2016,1,16,9,65,10,4
0,15,3,2016,10,5,2016,12,15,24,41,10,4
1,4,10,2016,12,1,2017,1,40,15,14,10,3
0,19,4,2017,30,11,2017,12,15,32,65,10,4
1,22,9,2016,17,1,2017,1,40,15,9,10,4
1,22,9,2016,17,1,2017,1,40,27,61,10,4
1,9,9,2016,15,12,2016,1,29,15,10,10,3
0,18,2,2016,5,5,2016,16,28,24,41,9,4
0,22,11,2016,14,2,2017,17,36,24,41,13,4
0,6,6,2016,9,8,2016,1,2,24,41,10,4
1,2,12,2016,10,4,2017,1,33,15,20,10,3
0,15,3,2017,18,10,2017,1,15,24,41,10,2
0,25,5,2016,15,7,2016,1,32,24,41,10,4
1,23,1,2017,18,5,2017,1,30,15,20,10,3
1,31,1,2017,6,6,2017,1,28,5,3,10,4
0,7,7,2016,8,9,2016,16,41,24,41,9,4
1,1,9,2016,22,11,2016,1,7,15,20,10,3
1,21,10,2016,2,2,2017,1,13,15,9,10,3
1,8,9,2016,17,1,2017,1,20,15,9,10,3
1,22,8,2016,24,1,2017,1,13,15,9,10,4
0,7,7,2016,27,7,2016,1,12,32,65,10,4
0,11,1,2017,20,7,2017,16,4,24,41,9,4
1,26,2,2016,14,6,2016,12,2,15,9,10,4
0,9,3,2016,10,5,2016,1,15,24,41,10,4
1,1,9,2016,21,12,2016,1,2,15,9,10,3
0,14,7,2016,15,9,2016,1,36,24,41,10,4
1,16,11,2016,7,3,2017,1,15,15,9,10,3
1,21,11,2016,6,6,2017,1,33,15,9,10,3
0,14,9,2016,24,11,2016,1,17,24,41,9,4
0,20,9,2016,22,11,2016,1,30,24,41,10,4
0,7,10,2016,10,1,2017,16,40,24,41,9,4
1,5,9,2016,29,11,2016,1,28,15,9,10,3
1,9,3,2017,28,9,2017,17,17,15,89,10,4
0,4,2,2016,5,4,2016,1,24,24,41,10,4
0,6,6,2016,2,8,2016,1,11,32,65,9,4
0,8,9,2016,8,11,2016,12,33,32,65,10,4
0,8,2,2017,6,6,2017,16,40,32,65,9,4
0,31,10,2016,27,4,2017,1,2,24,41,10,4
0,3,11,2016,13,7,2017,18,36,24,41,10,4
1,25,8,2016,7,3,2017,1,28,15,20,10,4
0,22,6,2017,20,12,2017,1,16,24,41,10,4
0,13,6,2016,2,6,2016,16,40,35,73,9,1
0,9,5,2017,21,9,2017,1,4,24,41,10,4
1,25,4,2016,12,7,2016,1,15,15,20,10,3
1,1,4,2016,16,6,2016,16,11,15,89,9,4
0,1,9,2016,2,11,2016,1,21,24,41,10,4
0,18,7,2016,29,11,2016,1,17,24,41,10,2
1,31,1,2017,30,5,2017,1,2,15,20,10,4
0,3,6,2016,4,8,2016,1,14,24,41,10,4
1,21,3,2016,26,5,2016,1,15,15,10,10,4
1,4,1,2016,19,1,2016,1,11,5,3,10,4
0,6,5,2016,5,7,2016,16,10,24,41,9,4
0,21,9,2016,19,12,2016,1,43,24,41,10,4
1,14,9,2016,19,1,2017,1,37,15,9,10,3
1,25,10,2016,7,2,2017,1,12,15,10,10,3
0,17,5,2017,7,11,2017,1,40,24,41,10,4
0,18,7,2016,15,9,2016,1,35,24,41,10,4
0,30,3,2016,9,6,2016,12,15,24,41,10,4
0,12,4,2017,17,8,2017,1,17,24,41,10,4
1,5,8,2016,20,10,2016,16,40,15,9,10,3
0,10,6,2016,9,8,2016,1,35,24,41,9,4
1,11,8,2016,25,10,2016,16,33,15,89,9,4
1,11,1,2016,10,2,2016,1,41,44,65,11,4
0,18,2,2016,21,4,2016,1,36,24,41,10,4
0,3,5,2016,28,6,2016,1,21,24,41,10,4
1,9,11,2016,16,3,2017,1,17,5,3,10,4
1,21,10,2016,1,2,2017,1,7,15,10,10,3
1,22,7,2016,11,10,2016,1,35,47,65,10,4
0,8,8,2016,6,10,2016,16,25,24,41,9,4
0,27,4,2016,23,6,2016,1,35,24,41,10,4
0,12,1,2017,20,6,2017,1,35,24,41,10,2
1,19,10,2016,21,2,2017,1,40,15,20,10,3
0,11,4,2016,16,6,2016,1,40,24,41,10,4
0,30,5,2016,18,7,2016,1,32,24,41,10,4
0,9,3,2016,2,6,2016,1,37,24,41,10,4
1,1,6,2016,18,8,2016,1,9,15,9,10,3
1,13,4,2016,30,6,2016,1,12,9,65,10,4
1,13,5,2016,25,8,2016,16,9,15,9,10,3
0,20,4,2016,16,6,2016,1,32,24,41,10,4
0,28,1,2016,22,3,2016,1,18,42,105,10,4
0,2,8,2016,2,2,2017,16,32,24,41,10,4
1,12,8,2016,24,11,2016,1,41,5,3,10,4
1,6,3,2017,1,9,2017,12,9,15,9,10,4
0,24,2,2016,14,4,2016,1,32,24,41,10,4
1,24,2,2016,21,4,2016,1,15,15,9,10,3
0,20,3,2017,28,8,2017,16,28,24,41,9,4
1,16,12,2016,4,7,2017,1,20,5,3,10,4
1,6,7,2016,22,9,2016,1,35,15,20,10,3
1,17,10,2016,1,2,2017,1,10,15,9,10,3
1,19,12,2016,10,8,2017,1,6,15,9,10,4
1,26,9,2016,3,1,2017,1,40,15,9,10,3
1,28,9,2016,25,5,2017,1,35,15,9,10,4
1,23,6,2016,13,9,2016,16,42,15,89,9,4
0,1,8,2016,29,9,2016,1,2,24,41,10,4
0,4,8,2016,4,10,2016,1,15,24,41,10,4
0,16,8,2016,13,10,2016,1,33,24,41,10,4
1,1,3,2016,11,4,2016,12,17,8,17,10,3
0,10,6,2016,11,8,2016,16,13,24,41,9,4
1,10,5,2017,10,10,2017,1,7,15,20,10,4
1,11,4,2016,19,5,2016,1,33,15,9,10,3
0,6,1,2016,21,1,2016,1,19,32,65,10,4
0,22,2,2016,21,4,2016,1,17,24,41,10,4
0,13,6,2017,2,11,2017,16,40,24,41,9,4
1,21,10,2016,7,2,2017,1,21,15,9,10,3
1,4,10,2016,27,12,2016,1,33,15,9,10,3
0,26,4,2017,21,9,2017,12,32,24,41,10,4
0,22,9,2016,5,12,2016,1,17,24,41,10,4
0,22,9,2016,22,11,2016,1,17,24,41,10,4
1,4,2,2016,23,2,2016,1,32,15,16,10,4
1,17,2,2016,22,3,2016,16,35,15,89,9,4
1,13,2,2017,11,7,2017,1,35,15,9,9,4
0,8,5,2017,30,11,2017,18,32,24,41,10,4
0,7,10,2016,21,3,2017,1,40,24,41,10,4
1,14,4,2016,30,6,2016,16,17,5,3,2,4
0,7,4,2016,21,6,2016,1,15,24,41,10,4
1,22,11,2016,26,7,2017,1,32,15,9,10,3
1,2,11,2016,21,2,2017,1,41,15,9,10,3
1,2,11,2016,21,2,2017,1,41,15,16,10,3
1,10,10,2016,19,1,2017,1,17,8,74,10,3
1,5,1,2017,27,6,2017,12,17,15,9,10,4
1,26,1,2016,3,3,2016,1,4,15,9,9,4
1,26,1,2016,3,3,2016,1,4,15,10,9,4
1,3,10,2016,13,6,2017,12,40,15,15,10,4
1,11,10,2016,7,2,2017,1,33,1,46,10,4
1,9,9,2016,19,12,2016,1,30,15,20,10,3
1,28,4,2016,11,8,2016,16,15,15,9,10,4
1,7,11,2016,28,2,2017,1,28,15,9,10,4
0,15,1,2016,1,3,2016,16,36,24,41,9,4
0,10,3,2017,2,11,2017,1,7,24,41,10,2
1,5,4,2016,21,6,2016,12,36,15,19,10,3
1,21,3,2017,14,9,2017,1,40,15,14,10,4
1,5,5,2016,18,7,2016,1,9,15,9,10,3
1,7,6,2016,13,9,2016,1,22,15,9,10,3
0,29,9,2016,27,6,2017,1,11,32,65,10,2
1,26,7,2016,13,10,2016,1,40,15,9,10,3
0,3,8,2016,4,10,2016,12,5,24,41,10,4
0,16,5,2016,7,7,2016,1,37,24,41,10,4
0,7,11,2016,10,4,2017,1,28,24,41,10,4
1,16,11,2016,24,7,2017,1,35,15,97,10,4
1,16,11,2016,24,7,2017,1,35,15,98,10,4
0,6,7,2016,4,8,2016,1,15,24,41,10,4
0,17,2,2016,17,5,2016,1,32,24,41,10,2
1,27,5,2016,15,9,2016,1,13,15,19,10,3
1,16,11,2016,7,3,2017,16,43,15,9,10,4
1,22,2,2016,7,4,2016,1,11,15,9,10,3
1,9,3,2016,12,5,2016,1,13,15,104,10,3
1,27,10,2016,14,2,2017,1,13,15,19,10,3
0,20,3,2017,19,7,2017,17,32,24,41,9,4
0,10,8,2016,22,9,2016,18,32,32,65,10,4
1,20,10,2016,25,4,2017,1,35,15,9,10,3
1,26,8,2016,9,2,2017,1,7,15,9,10,3
0,5,7,2016,6,9,2016,18,19,32,65,11,4
1,8,11,2016,10,8,2017,1,4,5,3,9,4
1,16,9,2016,15,12,2016,1,24,15,16,10,3
1,17,10,2016,9,2,2017,1,17,15,9,10,3
1,2,9,2016,24,11,2016,1,40,15,20,10,3
1,17,1,2017,22,9,2017,1,33,15,9,9,4
1,10,11,2016,21,3,2017,1,21,9,65,9,3
1,7,9,2016,14,12,2016,16,20,15,89,9,4
0,16,5,2017,24,10,2017,1,15,42,65,10,4
0,12,7,2016,12,9,2016,1,7,32,65,10,4
0,15,9,2016,8,11,2016,1,9,24,41,10,4
1,28,1,2016,25,2,2016,1,15,9,65,10,2
0,15,8,2016,13,10,2016,16,4,24,41,9,4
1,14,3,2016,16,6,2016,12,2,15,9,10,3
1,14,11,2016,16,5,2017,16,17,15,9,10,4
1,18,3,2016,24,5,2016,1,19,15,9,10,3
1,28,10,2016,14,2,2017,1,32,9,65,10,4
1,1,12,2016,29,8,2017,1,35,5,3,10,4
1,12,9,2016,7,3,2017,1,13,15,100,10,4
1,6,9,2016,5,12,2016,1,12,15,9,10,3
1,12,5,2016,2,8,2016,16,11,47,65,9,4
0,9,3,2016,18,5,2016,1,10,24,41,10,4
0,7,9,2016,12,11,2016,1,18,32,65,10,4
1,2,12,2016,22,9,2017,1,43,1,46,10,4
1,2,12,2016,22,9,2017,1,43,27,67,10,4
1,18,5,2016,2,8,2016,1,20,15,9,10,3
1,1,2,2017,23,5,2017,1,36,16,59,10,4
1,10,3,2016,28,4,2016,1,28,15,104,10,3
1,8,7,2016,27,9,2016,1,35,15,9,10,3
0,31,5,2016,2,8,2016,1,28,24,41,10,4
1,31,10,2016,16,3,2017,16,37,15,9,10,4
1,25,8,2016,8,11,2016,1,9,15,20,10,3
1,22,8,2016,5,12,2016,1,32,15,9,10,3
1,14,10,2016,3,5,2017,12,17,15,14,10,4
0,15,3,2016,17,5,2016,16,15,24,41,9,4
1,20,5,2016,9,8,2016,1,36,15,9,10,3
0,15,9,2016,5,12,2016,1,17,24,41,10,4
0,11,5,2017,10,4,2018,1,10,35,65,9,1
0,10,10,2016,9,3,2017,16,32,24,41,9,4
0,14,9,2016,24,11,2016,1,43,24,41,9,4
0,9,6,2016,18,7,2016,1,2,24,42,10,4
1,3,3,2016,14,4,2016,1,40,5,3,10,4
0,2,3,2016,21,4,2016,12,41,24,41,10,4
0,17,4,2017,21,9,2017,1,37,24,41,10,4
0,27,1,2016,10,3,2016,1,32,24,41,10,4
1,31,1,2017,4,4,2017,16,15,15,89,9,4
1,19,10,2016,28,3,2017,16,4,25,47,9,4
1,19,10,2016,28,3,2017,16,4,27,67,9,4
1,13,3,2017,8,8,2017,1,17,15,9,10,4
1,16,11,2016,16,3,2017,1,16,15,19,10,3
0,2,6,2016,4,8,2016,1,11,24,41,10,4
1,4,5,2017,12,10,2017,1,33,15,20,10,3
1,14,9,2016,21,12,2016,12,15,47,65,10,4
0,7,4,2017,10,10,2017,1,10,24,41,10,4
1,3,10,2016,17,1,2017,12,9,15,9,10,3
0,23,3,2017,7,12,2017,12,25,24,41,10,4
0,31,10,2016,15,2,2017,1,17,24,41,10,4
0,14,7,2016,13,9,2016,16,37,24,41,10,4
0,19,9,2016,8,11,2016,1,13,24,41,10,4
1,9,6,2016,25,8,2016,1,11,15,9,10,3
1,21,9,2016,13,12,2016,1,35,15,9,10,3
0,26,9,2016,19,1,2017,1,15,32,65,11,4
0,13,5,2016,13,7,2016,1,7,33,65,10,4
1,2,6,2017,31,10,2017,1,37,15,20,10,3
1,13,10,2016,6,4,2017,1,9,17,65,10,4
0,1,3,2017,6,7,2017,16,42,24,41,9,4
0,25,1,2017,13,7,2017,1,32,24,41,10,4
0,11,5,2016,11,7,2016,1,35,24,41,10,4
1,8,9,2016,13,12,2016,1,30,5,3,13,4
1,7,11,2016,30,3,2017,1,13,9,65,9,4
0,25,1,2016,22,3,2016,16,35,24,41,9,4
1,15,6,2016,6,9,2016,1,10,5,3,10,4
1,17,11,2017,31,10,2017,1,13,47,65,10,1
1,23,5,2017,6,11,2017,1,40,15,9,10,4
1,7,6,2016,25,8,2016,1,16,15,97,10,4
1,2,5,2017,7,11,2017,1,35,15,9,10,4
1,7,7,2016,27,9,2016,1,40,15,9,10,3
1,16,3,2017,10,8,2017,1,18,15,9,10,4
1,14,10,2016,11,7,2017,1,31,5,3,9,4
1,1,6,2016,18,8,2016,16,10,8,17,9,4
0,28,2,2017,24,7,2017,16,28,24,41,9,4
1,4,11,2016,23,2,2017,1,4,15,9,10,4
1,4,11,2016,23,2,2017,1,4,15,14,10,4
1,10,10,2016,21,3,2017,1,35,15,20,10,3
1,8,2,2016,23,2,2016,1,40,47,65,10,4
0,5,4,2017,2,10,2017,16,33,24,41,10,4
0,2,5,2016,30,6,2016,16,35,42,65,9,4
0,15,3,2017,1,8,2017,1,33,24,41,9,4
1,29,12,2016,22,8,2017,1,21,11,65,10,4
1,25,11,2016,29,8,2017,1,33,21,65,11,4
1,3,11,2016,14,3,2017,1,42,15,9,10,4
0,18,7,2016,20,9,2016,1,20,32,65,9,4
1,16,12,2016,21,4,2017,16,4,15,9,10,4
1,5,8,2016,20,10,2016,1,7,9,65,9,4
0,19,9,2016,13,12,2016,1,36,24,41,10,4
1,5,10,2016,7,2,2017,1,32,15,9,10,3
1,13,1,2016,2,2,2016,16,35,8,4,9,4
0,29,3,2016,9,6,2016,16,17,24,41,9,4
1,13,2,2017,4,7,2017,16,41,15,9,9,4
0,7,11,2016,10,8,2017,12,42,24,41,10,4
1,7,3,2017,1,8,2017,18,2,15,9,10,4
0,16,3,2016,17,5,2016,1,7,24,41,10,4
1,25,1,2016,11,2,2016,1,33,47,65,10,4
0,19,4,2016,16,6,2016,1,40,24,41,10,4
1,3,2,2017,31,10,2017,16,9,5,3,10,4
1,21,9,2016,3,1,2017,1,15,15,20,10,3
0,17,8,2016,18,10,2016,1,32,24,41,10,4
0,22,3,2017,29,8,2017,12,25,32,65,10,4
0,25,4,2016,23,6,2016,1,35,32,65,10,4
0,23,3,2017,23,5,2017,16,14,24,41,9,4
1,22,6,2016,4,10,2016,16,7,15,89,9,4
1,12,9,2016,21,2,2017,16,6,15,9,10,4
1,2,9,2016,12,1,2017,12,28,15,9,10,3
0,16,5,2017,28,11,2017,1,32,24,41,10,4
1,1,7,2016,15,9,2016,1,36,15,9,10,3
0,3,2,2016,12,4,2016,1,33,24,41,10,2
1,2,11,2016,21,2,2017,1,16,15,9,10,3
1,27,5,2016,11,8,2016,1,30,15,9,10,4
0,29,8,2016,6,10,2016,16,15,24,41,9,4
0,3,11,2016,28,2,2017,1,37,24,41,10,4
0,8,2,2017,18,5,2017,16,14,24,41,9,4
1,15,4,2016,30,6,2016,1,18,15,14,10,3
1,20,6,2016,8,9,2016,1,35,15,9,10,3
0,27,1,2016,17,3,2016,16,17,24,41,9,4
1,25,5,2016,11,8,2016,1,32,5,3,10,4
1,28,4,2017,31,10,2017,1,10,5,3,10,4
1,10,11,2016,19,7,2017,1,43,15,103,10,4
0,30,6,2016,1,9,2016,12,32,24,41,10,4
0,2,6,2016,4,8,2016,1,24,24,41,10,4
0,29,8,2016,20,10,2016,16,7,24,41,10,4
1,9,6,2016,25,8,2016,1,33,15,103,10,3
0,25,5,2016,22,7,2016,1,20,24,41,9,4
0,6,4,2017,14,11,2017,1,2,24,41,10,4
1,19,1,2017,12,9,2017,12,2,5,3,10,4
0,6,4,2017,21,7,2017,16,37,24,41,9,4
1,18,1,2017,12,9,2017,1,41,5,3,10,4
0,6,3,2017,4,7,2017,16,40,24,41,9,4
0,22,2,2017,24,10,2017,16,33,42,105,9,4
1,27,9,2016,15,2,2017,1,42,15,20,10,4
1,27,9,2016,15,2,2017,1,42,47,65,10,4
1,4,4,2017,28,9,2017,1,36,15,9,10,3
0,14,9,2016,24,11,2016,1,43,22,65,10,4
1,17,3,2016,2,6,2016,16,31,15,9,2,4
1,22,11,2016,30,5,2017,1,17,5,3,10,4
1,30,5,2016,18,8,2016,1,15,15,9,10,3
0,4,7,2016,6,9,2016,12,2,24,41,10,4
1,3,10,2016,17,1,2017,1,36,15,89,9,3
1,8,2,2017,22,6,2017,16,2,15,9,10,4
0,19,10,2016,21,2,2017,1,40,24,41,10,4
1,6,10,2016,2,3,2017,1,9,5,3,10,4
1,27,10,2016,14,2,2017,1,36,15,19,10,3
0,16,6,2016,18,8,2016,1,9,24,41,9,4
0,25,8,2016,4,11,2016,1,33,24,41,10,4
0,5,12,2016,16,2,2017,1,9,42,65,10,4
1,5,10,2016,9,2,2017,1,3,15,9,10,4
1,31,8,2016,14,11,2016,1,28,15,20,10,3
1,24,10,2016,22,9,2017,2,32,47,65,10,4
0,8,3,2016,5,5,2016,1,43,24,41,10,4
1,21,9,2016,23,2,2017,1,21,8,17,10,4
1,1,8,2016,17,10,2016,1,15,5,3,9,4
0,22,8,2016,20,10,2016,1,9,24,41,10,4
1,13,7,2016,27,9,2016,1,32,15,9,10,3
0,11,4,2017,26,12,2017,16,32,24,41,10,4
1,27,10,2016,9,2,2017,1,43,11,65,10,4
1,22,9,2016,21,12,2016,1,32,15,20,10,3
1,19,10,2016,28,2,2017,1,31,27,61,10,4
0,21,1,2016,8,3,2016,1,5,24,41,9,4
1,7,6,2016,25,8,2016,1,34,15,9,10,4
0,21,11,2016,28,2,2017,1,9,32,65,10,4
1,3,1,2017,9,11,2017,1,32,37,38,10,4
0,18,3,2016,7,6,2016,1,16,24,41,10,4
0,17,2,2016,19,4,2016,12,43,24,41,10,4
1,21,10,2016,31,1,2017,1,15,15,20,10,3
0,21,2,2017,6,7,2017,17,28,24,41,13,4
0,9,3,2016,10,5,2016,1,14,24,41,10,4
1,20,1,2017,24,10,2017,5,36,15,53,5,4
1,4,10,2016,27,4,2017,16,9,15,89,9,4
0,19,5,2016,20,7,2016,1,13,24,41,10,4
1,26,9,2016,30,12,2016,1,32,3,66,10,4
1,26,10,2016,13,2,2017,1,14,15,9,10,3
0,22,9,2016,29,11,2016,16,40,24,41,10,4
1,14,3,2016,19,5,2016,16,39,15,89,9,4
1,19,8,2016,22,11,2016,16,32,15,89,9,4
0,7,4,2017,21,9,2017,1,32,32,65,9,4
0,22,3,2017,8,8,2017,1,15,24,41,10,4
1,6,6,2016,23,8,2016,1,33,9,65,10,3
1,21,7,2016,11,10,2016,1,27,15,9,10,3
0,5,7,2016,6,9,2016,1,36,24,41,10,4
1,20,7,2016,18,10,2016,1,13,15,103,10,4
1,23,9,2016,10,1,2017,1,11,5,3,10,4
1,8,3,2017,21,4,2017,16,30,15,89,9,4
1,9,8,2016,28,2,2017,16,21,15,89,9,4
1,5,1,2016,28,1,2016,16,36,15,9,10,3
1,31,1,2017,24,10,2017,12,13,11,65,10,4
